County_Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
AR-5031,0.0,0.0,0.0,0.00011152126152851041,0.0,0.00016056690823065971,0.00020951842190724618,0.00013436970273287302,0.0001016208525989533,0.0,9.837387976744415e-05,0.0,0.00011487980700192424
AR-5033,0.0,0.0,0.0,0.0,0.0,0.00018463501015492556,0.0002162989584373232,0.0,0.00022655188038060717,0.0,0.00017837741417613958,0.0,0.0
AR-5045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.646922631680494e-05,9.459924320605436e-05,9.280899066004066e-05,0.0,0.00010782833728703904,0.0
AR-5051,0.0,0.0,0.0,0.0,0.0001347164219318335,0.00012282497441146365,0.00012185339006285604,0.00024982564252032434,0.0001032481879943007,0.00010310766502381788,0.00011264259528539537,0.0001534401276621862,0.00016357576625023002
AR-5085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014135874021090723,0.00018215446698800582,0.0
AR-5119,4.9129989764585466e-05,9.517671596820554e-05,0.00011094784639405969,8.578973472205467e-05,7.20015360327687e-05,7.93346467624853e-05,7.331685449746533e-05,0.00014340169683316908,8.785756737900204e-05,0.0001027683216648468,0.00012260160608103967,9.67039231254708e-05,9.146899201170803e-05
AR-5125,0.0,0.0,0.00011080086867881044,0.00010787952015189436,0.0,0.00011315359056916256,0.0,0.0,9.128001971648426e-05,9.870605337305504e-05,0.0,0.00011316747044587984,0.0
AR-5131,0.0,0.0,0.0,0.0,0.00022999646791138563,0.00013068051880165963,0.0001294529802503297,8.748419319691102e-05,0.00011810093693409968,0.00017245298696412194,0.0,0.00011046846519848816,0.00011775326765317738
AR-5143,0.0,0.0,0.0,5.247112776194899e-05,0.0,0.0,0.0,4.9013841508842094e-05,6.24846792373024e-05,4.722416366006158e-05,5.555555555555556e-05,7.729345597228347e-05,7.129044618908009e-05
CA-6001,7.37438730557807e-05,9.155343287226007e-05,0.00011138547519480276,0.00011333666621934608,0.0001276724958937765,0.00010677904083856234,9.587779135115274e-05,8.658374895735982e-05,0.00010908508963593668,8.559858511331193e-05,0.0001101549576378219,0.00010262521520196642,0.010781028033609497
CA-6005,0.0,0.0,0.0,0.0,0.0,0.0,0.0003432252613792375,0.0,0.0,0.0,0.0,0.0002995153297391494,0.0
CA-6007,0.00018905021173623715,0.00014542179356672748,0.00011637054242637236,0.00028580252889140884,0.00026637151478132277,0.00026423329066117547,0.0002674802903294541,0.0003819067147384166,0.00034549380611433115,0.0003033472329752025,0.00024363723318339116,0.0003131766853379624,0.00028045995432509317
CA-6009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022143489813994686,0.0,0.0,0.0,0.0
CA-6013,6.479949618391717e-05,9.267215111201545e-05,0.00010307514177835643,7.39037034743729e-05,9.895679744137305e-05,0.00010824368285966158,8.931366768016871e-05,8.645752180439699e-05,0.00011450668268508785,0.00011322001432882804,0.00012804085600799707,0.00011362857524195672,0.008283492158074715
CA-6017,5.9724312573162285e-05,7.625259552103984e-05,0.00011527377521613833,0.00014286122460641733,0.00018776457735900586,0.00015818404713884604,0.00019053276322941826,0.0001932249801254306,0.00016580448335322986,0.00016613595458950576,0.00017632699841856723,0.0002566791183345348,0.00019504900606277329
CA-6019,7.818108159972707e-05,9.916445199390547e-05,9.568407194519954e-05,9.908612976410668e-05,0.00010113632277320292,0.00010297486638180645,0.00011035031307804171,0.0001029999817604199,9.474071913528336e-05,7.089609489495209e-05,9.248418835666107e-05,0.00013325462981759732,0.013012022840922219
CA-6023,0.0002963679329896505,0.0001942592506255148,0.0002791931318489565,0.0002789983957592244,0.0003033508602719268,0.00033371620153354236,0.0002622991290125981,0.00028886963091349465,0.0003549167054856813,0.0003046696192372856,0.0002604108539243916,0.0002527993813850432,0.0002590635223756865
CA-6025,0.0,6.67071356623018e-05,8.49412272047149e-05,0.00010204602275626308,0.00011847897933477171,6.74461810132869e-05,7.790308855783406e-05,0.0,0.00011946343849908411,0.00010760300155741187,0.0001643636858273161,0.0001460887545371796,0.00019001100946143055
CA-6029,0.00013720661477333325,0.00012396199049900211,0.00011240240059412697,0.00014058674136855986,0.00015165282462943822,0.00013548350676476675,0.0001597707228200895,0.00015933488387578538,0.00017099661544630115,0.00017689660100795917,0.00020185614849187934,0.0002393071138641656,0.02239076014433279
CA-6031,0.0,7.738250170593243e-05,0.0,0.0,0.00010838492907561204,7.395156844553803e-05,0.0,7.219268884951106e-05,8.560065319883056e-05,0.0,0.00013303444927063862,0.00015385129937456102,7.995469234100676e-05
CA-6033,0.0,0.0,0.00021826232012846296,0.00023211550067313495,0.0002165707567601015,0.00019971732317335464,0.0003216961044133642,0.00047887541515408973,0.00043579088263217695,0.00029708853238265005,0.00042322402658473884,0.000468427955780401,0.0004201680672268908
CA-6035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031581062846315063,0.00029200490568241546,0.0,0.0,0.00031581606872157657,0.0
CA-6037,7.466255593043658e-05,6.779837964931211e-05,6.517806361379009e-05,7.038503173678498e-05,7.72494193709699e-05,7.219364585478607e-05,7.768066059227594e-05,7.09541428566484e-05,6.925542921052254e-05,6.814035705748398e-05,8.1561301474188e-05,7.30074445681266e-05,0.6402721513916729
CA-6039,0.00010604694849905695,8.057663570570483e-05,7.875594249384272e-05,7.699576523291218e-05,0.0,7.453736015774816e-05,0.0,7.285443683520327e-05,0.00013186088676446348,0.00013198967840714857,0.00011891391953491444,0.00011729746637472631,0.0001562744178777934
CA-6041,7.754152552748643e-05,6.566069017592961e-05,6.556732124709046e-05,9.822539453866807e-05,0.00016253555465258024,5.637319052125068e-05,0.00013160518444666,0.00011071394679404042,5.09053317461312e-05,0.0001444968191173197,0.00015092353594495548,3.8408505179386925e-05,5.365711570007205e-05
CA-6045,0.0001715952639707144,0.0,0.0,0.00015123489105271117,0.00021037868162692848,0.0,0.0001394700139470014,0.00012528616499048965,0.00014885382554331647,0.0,0.00022974245870379306,0.0002407566638005159,0.0001722020044313316
CA-6047,7.860502286096082e-05,4.710335761297312e-05,5.884800820509372e-05,0.0,6.582113928164455e-05,9.003257542274387e-05,6.522067006085904e-05,8.95914241530689e-05,0.00010412769912494167,0.0001150011308444533,9.922679428758978e-05,9.832878877841608e-05,0.010925350944047936
CA-6053,7.065949675819102e-05,0.00010516867343170273,9.87434891011874e-05,0.00010214911778042425,3.730266888161625e-05,0.00010600009860474289,8.041523503180058e-05,8.646093766886902e-05,8.799969556862074e-05,8.710227219224649e-05,0.00011717505015092146,8.635276270494194e-05,8.825879336293873e-05
CA-6055,0.00010015408320493066,0.0,0.0,0.0,7.578685704325156e-05,8.234087625663405e-05,8.169327887114743e-05,9.505772929021125e-05,0.0,0.0001010553061253952,8.597220232124946e-05,7.834478829101528e-05,0.00012068549360366884
CA-6057,0.0,0.0,0.00011392588603268637,0.00010333567560864712,0.00011346990984299891,0.00011305590100414196,0.0,0.0,0.00012157931530582264,0.00022417640645220458,0.0002348424513467704,0.0001623178996063791,0.00017228100044590377
CA-6059,7.414691087983473e-05,8.186472969754703e-05,8.081797256449629e-05,8.093294350067828e-05,9.702823149651341e-05,0.00010839234415505993,0.00011100883907881165,0.00010380837438407308,0.00010461516867474226,0.00010396131599431851,0.00011529976328121226,0.00011610289595165513,0.9767670705685109
CA-6061,9.592884820287581e-05,6.570604429901507e-05,8.899653231368735e-05,0.00011103811383257304,0.0001536746316328683,9.383036057248249e-05,9.467740824898437e-05,5.713942877713052e-05,5.612806178577041e-05,8.049674820894735e-05,0.00011220641601760272,7.854459572554893e-05,8.850957915036168e-05
CA-6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005369992482010525,0.0
CA-6065,8.50453433422253e-05,8.940031891531948e-05,8.709706524613266e-05,8.722504060476028e-05,0.00010408945077736337,0.00010297344195195499,0.0001115063233965673,0.00011355501695149294,0.00011279861418845426,0.00012471232140045746,0.00013774978080292817,0.0001403183369729751,0.012591780429496602
CA-6067,0.00011170055797447643,0.00013241298867273832,0.00016608904587379447,0.00016589250165892502,0.00015434064874034006,0.00018752673157495768,0.00017559525721493074,0.00015196467102814652,0.00014856353706764873,0.00014188304407648672,0.00016605585103280564,0.0001688230591958734,1.594941064783882
CA-6071,3.4634658469797494e-05,3.948014648713553e-05,4.6297868137498494e-05,4.914716993368679e-05,3.161081170041581e-05,5.287009816879926e-05,6.641314028586397e-05,6.516898857729728e-05,5.2891387777819294e-05,5.739055283981959e-05,6.001715050092714e-05,5.621239902609637e-05,0.0034154119459528197
CA-6073,9.805884487364076e-05,9.742232783498974e-05,9.382106690869783e-05,0.0001028086788168655,0.00011795718322279189,0.00011691552340065856,0.000120178414188519,0.00011729781916285449,0.0001300540999555011,0.0001335712834341681,0.0001320967745955471,0.00012742864688321533,0.010385418412911289
CA-6075,0.00014708804380643214,0.00011897310690509567,0.00015816680811665766,0.00018953150102588696,0.0002289832767131515,0.00020792053475181342,0.00020236509606823014,0.0002073233561554553,0.00023171703549316496,0.00015804535298404103,0.00015245863368478226,0.0001904202174551866,0.02075642228942886
CA-6077,7.197282306201178e-05,9.828945151365755e-05,6.723192416238954e-05,0.0001091079365416118,0.00014280431599739043,0.00015700864145656168,0.00017485108022404646,0.00017609553983470304,0.0001829038213936983,0.00013579323978370281,0.0001552604815069098,0.00016863904078113603,0.014552709440085508
CA-6079,3.933291378225299e-05,8.981042191374295e-05,8.541466880462172e-05,8.867777580716054e-05,0.00010316920513859063,8.297690978901234e-05,0.00010113458016039195,0.0001482568698527068,0.00012174516155214014,0.00012766267872775023,0.00011969705762869247,9.344887448019063e-05,0.00015352920803921778
CA-6081,7.34407872852397e-05,6.35807829973426e-05,7.656757666509198e-05,6.06233815722241e-05,8.890941134799574e-05,6.637480581838724e-05,6.954209313355281e-05,7.50313672799323e-05,9.061652186329536e-05,7.575511617588174e-05,6.27787476574845e-05,8.848342058414905e-05,8.496121193901093e-05
CA-6083,7.952958251939777e-05,6.730984967466906e-05,7.495203070035178e-05,6.77275646171135e-05,9.238475002434463e-05,9.413979759943516e-05,0.00015722613786275631,8.95738406669951e-05,8.69661278684132e-05,8.145236549305445e-05,0.00011964997779572528,0.0001275495678119555,0.01336637805299969
CA-6085,4.676926324019854e-05,6.590836101484496e-05,5.1712362761630375e-05,5.293840498938585e-05,8.17900061893572e-05,6.435633132461846e-05,6.051633885115334e-05,7.446641732547984e-05,7.505295096062258e-05,7.72640684537882e-05,8.143911488540927e-05,6.607627951429177e-05,0.006165053736787586
CA-6087,8.745463290917836e-05,7.187924287197508e-05,6.828488453829376e-05,0.00012059913651018258,0.00014392746055987783,9.48882888083217e-05,0.00012489364525521235,0.00014440597840750607,0.00018500479502223834,0.00019899376736502215,0.00015996071662401047,0.00020305618010713983,0.00013893814693074664
CA-6089,0.0001777349684950435,0.0001983373661931126,0.00018587674681897295,0.00018492678580434745,0.00019516656071910513,0.0002714455862393707,0.00027609208223126577,0.0002425623610907409,0.0002590265108002793,0.00023612087139845397,0.0002354299679927353,0.0001845183511887455,0.0001233778615251747
CA-6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002892874627264231,0.00026896783592962007,0.0,0.0,0.0,0.0003005502381282656
CA-6095,7.10093365034513e-05,4.4080265265240754e-05,7.37816800088538e-05,6.893478523121466e-05,6.650344586373197e-05,7.876089423150288e-05,7.612330993973981e-05,0.00010870431701077623,0.00013690667768325078,5.71872453380481e-05,0.00010621750039536513,0.00015384400218178767,0.00011305718155368255
CA-6097,9.057287342440939e-05,0.00010362448214744469,0.00011054298279647736,8.047274475132834e-05,0.00011486181906446133,0.0001543659845977051,0.00011226387517951629,0.0001567802291879403,0.0001005291113842038,0.0001122465014806334,6.274376458539527e-05,0.0001464216944801027,0.00014175533029990237
CA-6099,0.00016854671621666063,0.00015461044271479664,0.00013437840960143764,0.0001530848587146041,0.00015797445158181794,9.853187506158242e-05,0.0001449885870470331,0.00016111968474895417,0.000158435736919391,0.00012681967011513688,0.0001318174958114513,0.00012120867778377508,0.00018191672714928988
CA-6101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010584026587074787,0.0001274034122880591,0.0,0.0,0.0
CA-6103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001898373726507625,0.0,0.0,0.0
CA-6107,8.022795090049405e-05,9.87351770650842e-05,8.175338719147387e-05,0.00011473460908453987,4.565233583780446e-05,4.025164380610073e-05,8.145824217768137e-05,4.966487496867727e-05,6.938475863056868e-05,5.7806167028696316e-05,7.07244839322813e-05,6.591407441259573e-05,9.187135385564386e-05
CA-6109,0.0,0.00024917682655513037,0.00017772406561572502,0.00023186131126489264,0.0002514322659434996,0.0,0.00023561395559583144,0.00028990759195506434,0.0001823819077147547,0.0,0.00022223456858714373,0.000315685873985627,0.0003543784388697193
CA-6111,0.00011099203919167177,6.981919367717382e-05,8.52354406417847e-05,0.00011674045424725882,0.00010384071341102814,9.688239986511957e-05,0.00010585529207965798,0.00011271402029094761,0.00013130963897077337,0.00013317080895867625,0.0001479473498334399,0.0001412803322343544,0.012547853989467984
CA-6113,0.0,0.0,5.380683346785042e-05,0.0,5.156978423202277e-05,0.0,7.020816721579483e-05,6.465313592575831e-05,9.40808302880854e-05,9.776317847645862e-05,0.00011149244759854962,0.00010076872138888089,0.00012262010875460416
CO-8001,0.00011088084269440447,0.0001189666453733613,0.00015850531999204957,0.00015139232099078948,0.00016682276511116354,0.00011638814982413751,0.00015192950470981463,0.0001194525018537676,0.00019460372710365523,0.0001975864060552634,0.00016596521539306096,0.0001833539606539069,0.013695781161113524
CO-8005,8.747953950770404e-05,0.000125051704069952,0.00010279977079458512,0.00012397928418869647,0.00016193914768482227,0.00016234586162360292,0.00015919060421678224,0.00013571188714338656,0.00012287360401933212,0.00013076278290025147,0.0001594170267245389,0.0001599265953081737,0.012864034587247854
CO-8013,7.089031142113807e-05,7.022102066253533e-05,9.073618454343994e-05,0.00013724528133567107,0.00011160299096015773,0.00010983451599589951,0.00014498388701801094,5.423048634578036e-05,0.00012668482482489156,0.00011163279377483009,0.00017457479721844156,0.00010569030179385267,0.0001006203875771554
CO-8031,0.0001916357273471347,0.0001987445076686732,0.0002494107670628141,0.000253212635310502,0.0002557063109354186,0.0002866363394178922,0.00026214681860259364,0.00020054395475993563,0.0002626786779043721,0.0001889278815044327,0.00017862890000015398,0.00019561167771621862,0.00015659644218737423
CO-8035,0.0,0.0,4.470490697315267e-05,7.311038513781308e-05,4.04478682134912e-05,0.0,6.939023332465956e-05,4.878439735588566e-05,9.571078934055267e-05,6.695501961782075e-05,8.816787162757891e-05,4.768793018487021e-05,5.5896281344616104e-05
CO-8041,9.616623331379767e-05,0.00010739600486861888,0.0001463578926579475,0.00011730002932500733,0.00012638381740612584,0.00014780997683750476,0.00013233158324814487,0.0001228009460457298,0.00014749609684530955,0.00014860612102420576,0.00016330667008542313,0.00019905629221463698,0.017691368410432624
CO-8059,9.498011116472211e-05,7.649807129237754e-05,5.3639127444651125e-05,4.1944149458443834e-05,0.0001324764002755509,0.00011625835606934248,8.19485884355642e-05,0.00010269854429481577,0.00013320851202391833,0.00013721135305029986,0.00013586193528986596,0.00014315905507865696,0.01189262296242795
CO-8069,8.560655969568729e-05,0.00010300555494242725,4.3560805439292576e-05,0.0001244599327916363,0.00010455621116172406,0.0001092564077175995,0.000100542257911,0.0001065100968243349,0.00014086998683029425,9.972912283410864e-05,0.0001834137085935647,0.00016666255154193724,0.00012001092099381044
CO-8071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007833084098839279
CO-8077,0.0,0.0,0.0,0.0,0.0,7.04696804199993e-05,9.582936896360538e-05,7.520904696463123e-05,0.0001698669601967739,9.503315978468201e-05,9.512485136741974e-05,0.00011555742864328781,0.00017564600574227325
CO-8101,6.759908335642968e-05,0.0,0.00014030211722575948,0.00016467519464608007,7.126752533236582e-05,9.614829913658828e-05,8.904492952729863e-05,0.00013802622498274673,0.000124856415122609,0.00021154671760379787,0.00020492694044077923,0.00022930662634175364,0.0002699287142804559
CO-8123,5.222303985567451e-05,0.0,0.0,0.0,8.668730650154798e-05,6.027679102438397e-05,7.065501120666984e-05,7.08084356449665e-05,0.00011977112125087413,7.193400244575609e-05,7.402883423093295e-05,0.00010465082710239903,0.009142149402244077
CT-9001,7.172387205806048e-05,5.715624162969255e-05,5.499346251185446e-05,0.00010916956847633046,6.861125202037642e-05,9.1681471733596e-05,8.211200965814772e-05,5.547367447830272e-05,6.573275862068965e-05,7.271957300777779e-05,0.00011703073865546575,0.00010591021355735461,0.013241010304325234
CT-9003,9.097787395073145e-05,8.409082269622824e-05,8.505365851415857e-05,0.00011700696191423389,0.0001349949148102006,8.330299810913605e-05,9.547244653827138e-05,8.712786349074434e-05,0.0001014646590787455,0.00012253454917311458,0.00016375582335759594,0.00017606281207969182,0.02110700777650091
CT-9005,6.424154822131213e-05,9.586093773299533e-05,6.389027909403585e-05,9.023689839856045e-05,0.00012734459979306503,0.00012722174219574126,0.00010067398584205841,9.485516143821504e-05,7.937683889676777e-05,0.0001119582022711521,0.00017662548973431245,0.00025358389580399586,0.00029328380095806043
CT-9007,0.0,9.29500486438588e-05,0.0,0.0,0.0001097333479644464,0.00010913588630465889,7.241916211029438e-05,0.00013283740701381508,0.0001023024059118755,0.000132822971129116,0.00011492236691687484,0.00019419125411139295,0.0002443136009381642
CT-9009,9.554999773068755e-05,0.00010376549475268627,0.00010960105217010084,0.00012246523711291176,0.00013750283006902405,0.00012535878037732992,0.00014386690660207592,0.00012625136531006293,0.00014701269055217734,0.00012607481672885588,0.00017732551401219258,0.0001738354473655238,0.022340517050963397
CT-9011,0.00010929332443911797,9.367155007681067e-05,6.0276594221734986e-05,0.00010062199298627442,9.074375853085855e-05,8.275965842831885e-05,0.00011243113592924333,8.758996219033299e-05,0.0001281877547731626,0.0001568822033558198,0.00021247289138971923,0.0001805040852863384,0.024885401059205742
CT-9013,0.0,0.0,0.0,0.0,8.771929824561403e-05,0.0,7.975488664836735e-05,0.0,0.0,8.554488803490232e-05,6.58857014850637e-05,0.00017799107407724812,0.00015158105632224813
CT-9015,0.0001245629176194247,8.776240960471811e-05,0.0,0.00010324179227751394,0.0,0.0001363895968834977,0.00011062135162273013,0.00011809960858415441,0.00010987617799940836,0.0001102498431059925,0.00011063829787234042,0.00023982458544607373,0.00025753946792345925
DE-10001,7.450343460833545e-05,0.0,0.0,7.430374018008524e-05,0.0,7.074318936022432e-05,9.509258848365359e-05,0.0001165958909153391,0.00014535764036097148,0.00016736701793815788,0.00016564322814988347,0.0001866368047779022,0.00019638648860958367
DE-10003,0.00010527978101805548,7.545169447093853e-05,7.102845361458041e-05,7.817370960945559e-05,9.473536622797876e-05,0.00012616348150951782,0.0001402828851139284,0.00012992991209313375,0.0001513169185232207,0.0001394884444835991,0.00016048700511187586,0.00019245853063358802,0.017183751047899865
DE-10005,0.0,6.418859777090506e-05,0.0,0.0,5.404821100421576e-05,0.0001001782117661946,0.00014008000124515556,0.0001414963236223059,0.00016470188957986047,8.865510210112592e-05,0.00013093638916234656,0.00014267845507768843,0.00018636202687340427
DC-11001,0.00015576944045886216,0.00013797956522638996,0.00012026478870335658,0.00014555342838257606,0.00010402296008417334,8.134572951867054e-05,4.002287974625494e-05,0.00011731154973514026,0.00012746047111971605,0.00011182440733064115,0.00015524584947915787,0.00012078607578118395,0.00016878886585726976
FL-12001,4.8702304947268685e-05,0.0,0.0,0.0,7.077553331445985e-05,0.0,6.158292757026611e-05,6.057815793937338e-05,5.603720870658117e-05,5.5661577608142496e-05,4.752945836221408e-05,7.437680070149067e-05,8.878526319040192e-05
