STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,_merge
35,0,New Mexico,New Mexico,1820813.0,1828809.0,1850035.0,1869683.0,1891829.0,1916538.0,1942608.0,1968731.0,1986763.0,2009671.0,2064552.0,2080450.0,2087309.0,2092273.0,2089568.0,2089291.0,2091630.0,2091784.0,2092741.0,2096829.0,both
35,1,New Mexico,Bernalillo County,557158.0,562515.0,573726.0,582986.0,594644.0,607825.0,619490.0,628825.0,635444.0,642527.0,663923.0,670283.0,673615.0,676326.0,675957.0,676248.0,677683.0,678203.0,678034.0,679121.0,both
35,3,New Mexico,Catron County,3566.0,3464.0,3450.0,3379.0,3368.0,3298.0,3418.0,3458.0,3431.0,3443.0,3748.0,3716.0,3635.0,3586.0,3547.0,3476.0,3518.0,3553.0,3554.0,3527.0,both
35,5,New Mexico,Chaves County,61297.0,60824.0,60484.0,60757.0,60822.0,61321.0,61456.0,62429.0,62998.0,63622.0,65720.0,65720.0,65765.0,66009.0,65809.0,65825.0,65646.0,65080.0,64554.0,64615.0,both
35,6,New Mexico,Cibola County,25644.0,26632.0,26695.0,26984.0,27179.0,27178.0,26978.0,27209.0,27200.0,27036.0,27315.0,27489.0,27418.0,27414.0,27155.0,27044.0,27049.0,26921.0,26766.0,26675.0,both
35,7,New Mexico,Colfax County,14206.0,14052.0,14039.0,13761.0,13663.0,13490.0,13332.0,13178.0,12929.0,12737.0,13725.0,13618.0,13246.0,13068.0,12703.0,12429.0,12250.0,12151.0,12071.0,11941.0,both
35,9,New Mexico,Curry County,44901.0,44656.0,44711.0,45051.0,45855.0,45951.0,45660.0,45108.0,43806.0,44407.0,48971.0,49819.0,50806.0,50775.0,51109.0,50290.0,50283.0,49794.0,49338.0,48954.0,both
35,11,New Mexico,De Baca County,2214.0,2151.0,2115.0,2069.0,1984.0,1999.0,1886.0,1871.0,1861.0,1819.0,2031.0,2000.0,1957.0,1928.0,1861.0,1873.0,1835.0,1805.0,1779.0,1748.0,both
35,13,New Mexico,Doña Ana County,174973.0,176460.0,178473.0,182147.0,184935.0,189265.0,193779.0,198205.0,201428.0,206419.0,210097.0,213126.0,214450.0,214288.0,213933.0,214034.0,214663.0,216174.0,217278.0,218195.0,both
35,15,New Mexico,Eddy County,51419.0,50697.0,50838.0,50746.0,50856.0,50236.0,50770.0,51256.0,51774.0,52706.0,53909.0,54070.0,54419.0,55662.0,56682.0,57715.0,57650.0,57108.0,57729.0,58460.0,both
35,17,New Mexico,Grant County,30892.0,30711.0,30195.0,29500.0,29054.0,29296.0,29534.0,29890.0,29993.0,29903.0,29383.0,29346.0,29257.0,29104.0,28871.0,28364.0,28040.0,27642.0,27303.0,26998.0,both
35,19,New Mexico,Guadalupe County,4684.0,4713.0,4659.0,4701.0,4525.0,4457.0,4400.0,4408.0,4321.0,4241.0,4695.0,4625.0,4591.0,4531.0,4442.0,4350.0,4369.0,4410.0,4334.0,4300.0,both
35,21,New Mexico,Harding County,803.0,780.0,740.0,754.0,769.0,740.0,731.0,710.0,668.0,663.0,690.0,713.0,700.0,691.0,693.0,719.0,687.0,684.0,650.0,625.0,both
35,23,New Mexico,Hidalgo County,5754.0,5448.0,5281.0,5137.0,5035.0,4961.0,4927.0,5015.0,5043.0,5057.0,4864.0,4843.0,4780.0,4624.0,4549.0,4436.0,4324.0,4298.0,4231.0,4198.0,both
35,25,New Mexico,Lea County,55155.0,54865.0,55422.0,55295.0,55699.0,56109.0,56867.0,57952.0,59129.0,60232.0,64598.0,65126.0,66362.0,68613.0,70165.0,71476.0,70249.0,69046.0,69543.0,71070.0,both
35,27,New Mexico,Lincoln County,19535.0,19442.0,19621.0,20123.0,20482.0,20741.0,20926.0,20832.0,20925.0,21016.0,20450.0,20406.0,20194.0,19976.0,19597.0,19352.0,19397.0,19468.0,19518.0,19572.0,both
35,28,New Mexico,Los Alamos County,18275.0,17661.0,18148.0,18524.0,18573.0,18594.0,18703.0,18546.0,18240.0,18074.0,17994.0,18229.0,18234.0,17947.0,17803.0,17817.0,18209.0,18742.0,18988.0,19369.0,both
35,29,New Mexico,Luna County,24989.0,24862.0,25085.0,25397.0,25655.0,26134.0,26545.0,26800.0,27095.0,27044.0,25081.0,25106.0,24921.0,24592.0,24428.0,24367.0,24362.0,24100.0,23877.0,23709.0,both
35,31,New Mexico,McKinley County,74586.0,74436.0,72921.0,71543.0,71490.0,70624.0,70482.0,69899.0,70423.0,70513.0,71673.0,72332.0,72365.0,72665.0,72796.0,73462.0,73028.0,72423.0,71911.0,71367.0,both
35,33,New Mexico,Mora County,5202.0,5187.0,5186.0,5190.0,5115.0,5063.0,5062.0,5044.0,4998.0,4935.0,4893.0,4781.0,4684.0,4695.0,4613.0,4609.0,4533.0,4530.0,4487.0,4521.0,both
35,35,New Mexico,Otero County,62231.0,61403.0,61540.0,62293.0,63363.0,63322.0,62872.0,63306.0,63329.0,63201.0,64403.0,65642.0,66208.0,66304.0,65336.0,64768.0,65647.0,66121.0,66659.0,67490.0,both
35,37,New Mexico,Quay County,10081.0,9849.0,9684.0,9573.0,9327.0,9138.0,9030.0,8984.0,8965.0,8917.0,9064.0,9045.0,8808.0,8675.0,8465.0,8445.0,8390.0,8299.0,8242.0,8253.0,both
35,39,New Mexico,Rio Arriba County,41245.0,40991.0,40902.0,40643.0,40638.0,40546.0,40758.0,40778.0,40609.0,40678.0,40286.0,40244.0,40195.0,40064.0,39736.0,39370.0,39245.0,39235.0,39023.0,38921.0,both
35,41,New Mexico,Roosevelt County,17985.0,18298.0,18532.0,18579.0,18645.0,18817.0,18844.0,19044.0,18749.0,18817.0,20018.0,20430.0,20318.0,20021.0,19647.0,19137.0,19145.0,18900.0,18759.0,18500.0,both
35,43,New Mexico,Sandoval County,91249.0,93159.0,95680.0,98403.0,101284.0,105720.0,112056.0,117824.0,122465.0,125988.0,132431.0,134326.0,135380.0,136311.0,137023.0,138521.0,140464.0,142689.0,145096.0,146748.0,both
35,45,New Mexico,San Juan County,114035.0,115133.0,118277.0,119780.0,120863.0,121912.0,121613.0,122289.0,122407.0,124131.0,130203.0,129711.0,129756.0,129467.0,129084.0,128246.0,127954.0,126917.0,125499.0,123958.0,both
35,47,New Mexico,San Miguel County,30071.0,29698.0,29482.0,29169.0,29093.0,29051.0,28727.0,28506.0,28394.0,28323.0,29393.0,29352.0,29091.0,28819.0,28493.0,28215.0,28005.0,27715.0,27480.0,27277.0,both
35,49,New Mexico,Santa Fe County,129840.0,131651.0,134577.0,136576.0,138204.0,139809.0,141432.0,143369.0,145362.0,147532.0,144522.0,145847.0,146722.0,147465.0,147782.0,148098.0,148758.0,149491.0,149761.0,150358.0,both
35,51,New Mexico,Sierra County,13244.0,13092.0,12896.0,13019.0,12781.0,12596.0,12560.0,12478.0,12703.0,12886.0,12041.0,12023.0,11854.0,11524.0,11264.0,11236.0,11117.0,11064.0,10949.0,10791.0,both
35,53,New Mexico,Socorro County,18054.0,17991.0,17869.0,18106.0,18066.0,18187.0,18233.0,18150.0,18151.0,18092.0,17791.0,17775.0,17475.0,17509.0,17258.0,17152.0,16964.0,16832.0,16704.0,16637.0,both
35,55,New Mexico,Taos County,30062.0,30104.0,30591.0,30914.0,31157.0,31200.0,31392.0,31614.0,31508.0,31507.0,32895.0,32890.0,32759.0,32957.0,32963.0,32797.0,32922.0,32790.0,32699.0,32723.0,both
35,57,New Mexico,Torrance County,16939.0,16679.0,16544.0,16902.0,17229.0,16712.0,16740.0,16577.0,16327.0,16475.0,16404.0,16447.0,16155.0,15825.0,15666.0,15596.0,15491.0,15535.0,15512.0,15461.0,both
35,59,New Mexico,Union County,4158.0,4027.0,3952.0,3819.0,3768.0,3781.0,3718.0,3718.0,3742.0,3817.0,4541.0,4410.0,4400.0,4347.0,4246.0,4163.0,4154.0,4180.0,4108.0,4059.0,both
35,61,New Mexico,Valencia County,66366.0,67178.0,67720.0,67863.0,67708.0,68465.0,69687.0,71459.0,72346.0,72913.0,76800.0,76960.0,76789.0,76491.0,75892.0,75661.0,75599.0,75884.0,76305.0,76688.0,both
36,0,New York,New York,18998044.0,19088978.0,19161873.0,19231101.0,19297933.0,19330891.0,19356564.0,19422777.0,19467789.0,19541453.0,19399878.0,19499241.0,19572932.0,19624447.0,19651049.0,19654666.0,19633428.0,19589572.0,19530351.0,19453561.0,both
36,1,New York,Albany County,294960.0,295378.0,296644.0,298491.0,298819.0,298605.0,299033.0,298246.0,297537.0,298284.0,304086.0,304596.0,305723.0,306589.0,307151.0,307433.0,307597.0,307717.0,306585.0,305506.0,both
36,3,New York,Allegany County,49916.0,50175.0,50103.0,50220.0,50397.0,49824.0,49423.0,49183.0,49370.0,49157.0,48971.0,48800.0,48210.0,47900.0,47652.0,47334.0,47044.0,46639.0,46332.0,46091.0,both
36,5,New York,Bronx County,1333854.0,1341319.0,1348285.0,1353712.0,1359139.0,1364566.0,1371353.0,1385122.0,1389315.0,1397287.0,1387298.0,1397335.0,1411496.0,1421928.0,1430942.0,1440005.0,1444417.0,1440625.0,1432087.0,1418207.0,both
36,7,New York,Broome County,200319.0,199999.0,199714.0,198364.0,197463.0,196103.0,195700.0,194978.0,194635.0,194630.0,200481.0,199363.0,198667.0,197914.0,197251.0,195928.0,194498.0,193100.0,191925.0,190488.0,both
36,9,New York,Cattaraugus County,84017.0,83297.0,83126.0,82968.0,82366.0,81389.0,80578.0,80253.0,79835.0,79689.0,80218.0,79815.0,79348.0,78996.0,78677.0,77926.0,77658.0,77176.0,76726.0,76117.0,both
36,11,New York,Cayuga County,81925.0,81275.0,81240.0,81073.0,80843.0,80532.0,80225.0,79932.0,79755.0,79526.0,79895.0,79693.0,79505.0,79088.0,78762.0,78298.0,77674.0,77457.0,77121.0,76576.0,both
36,13,New York,Chautauqua County,139659.0,138594.0,137989.0,136904.0,136273.0,134998.0,134279.0,134014.0,133595.0,133503.0,134725.0,134209.0,133304.0,132852.0,131751.0,130529.0,129206.0,128372.0,127472.0,126903.0,both
36,15,New York,Chemung County,91079.0,90673.0,90409.0,89816.0,89366.0,88351.0,88164.0,88058.0,87902.0,88331.0,88895.0,88899.0,89137.0,88199.0,87177.0,86705.0,85644.0,84736.0,83935.0,83456.0,both
36,17,New York,Chenango County,51381.0,51098.0,51166.0,51254.0,51113.0,50994.0,51097.0,51132.0,50937.0,50620.0,50399.0,50182.0,49883.0,49477.0,49319.0,48772.0,48315.0,47805.0,47445.0,47207.0,both
36,19,New York,Clinton County,79897.0,80248.0,80525.0,81066.0,81380.0,81690.0,81905.0,81865.0,81699.0,81618.0,82096.0,81728.0,81714.0,81523.0,81463.0,80718.0,80500.0,80531.0,80679.0,80485.0,both
36,21,New York,Columbia County,63055.0,62808.0,62847.0,62782.0,62933.0,62839.0,62383.0,62284.0,61961.0,61618.0,63036.0,62528.0,62449.0,62170.0,61942.0,61434.0,60835.0,60338.0,59785.0,59461.0,both
36,23,New York,Cortland County,48571.0,48601.0,48410.0,48802.0,48780.0,48315.0,48279.0,48313.0,48131.0,47996.0,49279.0,49380.0,49023.0,48905.0,48740.0,48290.0,47915.0,47815.0,47722.0,47581.0,both
36,25,New York,Delaware County,47967.0,47537.0,47099.0,47011.0,47055.0,46820.0,46413.0,46287.0,45938.0,45514.0,47888.0,47584.0,47215.0,46803.0,46562.0,45891.0,45393.0,45028.0,44526.0,44135.0,both
36,27,New York,Dutchess County,281001.0,284315.0,286769.0,289088.0,290637.0,291586.0,291471.0,291815.0,292500.0,293562.0,297728.0,298133.0,297023.0,296268.0,295127.0,294039.0,293029.0,293545.0,293939.0,294218.0,both
36,29,New York,Erie County,949494.0,945165.0,940645.0,936931.0,932002.0,923820.0,916292.0,911784.0,909858.0,909247.0,919152.0,919843.0,919906.0,920869.0,921755.0,920644.0,918678.0,919034.0,919717.0,918702.0,both
36,31,New York,Essex County,38822.0,38629.0,38717.0,38626.0,38389.0,38197.0,38156.0,37856.0,37740.0,37686.0,39360.0,39271.0,38875.0,38601.0,38323.0,37965.0,37671.0,37487.0,37288.0,36885.0,both
36,33,New York,Franklin County,51049.0,50787.0,50558.0,50654.0,50427.0,50305.0,50371.0,50482.0,50440.0,50274.0,51645.0,51545.0,51791.0,51212.0,51096.0,50540.0,51081.0,50465.0,50279.0,50022.0,both
36,35,New York,Fulton County,55006.0,54866.0,54874.0,54881.0,54976.0,54969.0,54937.0,55075.0,55122.0,55053.0,55455.0,55112.0,54845.0,54345.0,53932.0,53801.0,53610.0,53802.0,53633.0,53383.0,both
36,37,New York,Genesee County,60329.0,59892.0,59647.0,59506.0,59096.0,58701.0,58362.0,58159.0,57950.0,57868.0,59928.0,59880.0,59672.0,59112.0,58725.0,58462.0,58013.0,57798.0,57487.0,57280.0,both
36,39,New York,Greene County,48143.0,48077.0,48226.0,48361.0,48630.0,48917.0,49215.0,49170.0,49106.0,48947.0,49139.0,48857.0,48587.0,48308.0,47964.0,47616.0,47494.0,47442.0,47381.0,47188.0,both
36,41,New York,Hamilton County,5383.0,5326.0,5252.0,5207.0,5188.0,5128.0,5029.0,5016.0,4959.0,4923.0,4851.0,4826.0,4803.0,4766.0,4700.0,4699.0,4556.0,4471.0,4432.0,4416.0,both
36,43,New York,Herkimer County,64383.0,63955.0,63388.0,63208.0,63198.0,62873.0,62358.0,62433.0,62293.0,62236.0,64470.0,64386.0,64227.0,63883.0,63384.0,62652.0,62436.0,62163.0,61713.0,61319.0,both
36,45,New York,Jefferson County,111494.0,111841.0,113936.0,113353.0,114424.0,116982.0,117162.0,117957.0,117157.0,118719.0,116592.0,117752.0,120235.0,118490.0,117971.0,116371.0,112980.0,113157.0,111866.0,109834.0,both
36,47,New York,Kings County,2465812.0,2471596.0,2477380.0,2483164.0,2497859.0,2511408.0,2523047.0,2539206.0,2549941.0,2567098.0,2509828.0,2540817.0,2568450.0,2587684.0,2601513.0,2608794.0,2608423.0,2594676.0,2578074.0,2559903.0,both
36,49,New York,Lewis County,26966.0,26824.0,26411.0,26353.0,26219.0,26199.0,26319.0,26322.0,26030.0,26157.0,27077.0,27027.0,27196.0,27098.0,27089.0,26827.0,26647.0,26605.0,26486.0,26296.0,both
36,51,New York,Livingston County,64361.0,64455.0,64194.0,63880.0,63941.0,63497.0,63254.0,63123.0,63067.0,62871.0,65240.0,64849.0,64796.0,64627.0,64585.0,64344.0,64000.0,63483.0,63213.0,62914.0,both
36,53,New York,Madison County,69420.0,69446.0,69491.0,69828.0,69855.0,69527.0,69719.0,70049.0,70092.0,69954.0,73440.0,72887.0,72414.0,72457.0,72210.0,71636.0,71387.0,70942.0,71117.0,70941.0,both
36,55,New York,Monroe County,739047.0,738664.0,738876.0,737420.0,735691.0,731773.0,730458.0,730629.0,731543.0,733703.0,744580.0,746751.0,747344.0,748290.0,747364.0,745577.0,743770.0,742724.0,742864.0,741770.0,both
36,57,New York,Montgomery County,49653.0,49336.0,49006.0,48938.0,48768.0,48634.0,48681.0,48606.0,48623.0,48616.0,50307.0,49911.0,49829.0,49743.0,49679.0,49564.0,49169.0,49163.0,49394.0,49221.0,both
36,59,New York,Nassau County,1336290.0,1342896.0,1349668.0,1353565.0,1356589.0,1355194.0,1351870.0,1353061.0,1353151.0,1357429.0,1341669.0,1346223.0,1349616.0,1352193.0,1354705.0,1354840.0,1355952.0,1357293.0,1357534.0,1356924.0,both
36,61,New York,New York County,1540373.0,1562335.0,1567241.0,1578815.0,1590911.0,1606275.0,1612630.0,1625251.0,1631599.0,1629054.0,1588767.0,1608293.0,1623911.0,1627491.0,1630678.0,1636063.0,1635443.0,1630698.0,1629055.0,1628706.0,both
36,63,New York,Niagara County,219665.0,218363.0,217723.0,217281.0,216712.0,215508.0,214621.0,214181.0,214197.0,214557.0,216475.0,215719.0,214713.0,214105.0,213305.0,212358.0,211554.0,210848.0,210060.0,209281.0,both
36,65,New York,Oneida County,235045.0,233697.0,233014.0,232578.0,232484.0,231563.0,231052.0,230948.0,230540.0,231044.0,234756.0,234218.0,233765.0,233347.0,232598.0,231264.0,230375.0,230011.0,229474.0,228671.0,both
36,67,New York,Onondaga County,457907.0,457339.0,457085.0,457139.0,456432.0,454625.0,453533.0,452944.0,453373.0,454753.0,467533.0,467614.0,467030.0,468146.0,467285.0,466277.0,464109.0,461795.0,461649.0,460528.0,both
36,69,New York,Ontario County,100289.0,100791.0,101539.0,102119.0,102656.0,103302.0,103455.0,103834.0,104782.0,105650.0,108176.0,108599.0,108611.0,109044.0,109334.0,109271.0,109229.0,109538.0,109738.0,109777.0,both
36,71,New York,Orange County,343155.0,348896.0,355221.0,362609.0,367562.0,370074.0,373386.0,376226.0,379520.0,383532.0,373445.0,374097.0,373699.0,374320.0,374845.0,375803.0,377799.0,379758.0,382126.0,384940.0,both
36,73,New York,Orleans County,44147.0,43681.0,43399.0,43201.0,43119.0,42723.0,42511.0,42370.0,42246.0,42051.0,42851.0,42648.0,42391.0,42229.0,41861.0,41481.0,41247.0,40786.0,40655.0,40352.0,both
36,75,New York,Oswego County,122490.0,122176.0,122278.0,122712.0,122802.0,121978.0,121592.0,121444.0,121551.0,121377.0,122137.0,121981.0,121458.0,121170.0,120590.0,119735.0,118895.0,118427.0,117515.0,117124.0,both
36,77,New York,Otsego County,61669.0,61680.0,61776.0,62126.0,62426.0,62474.0,62348.0,62194.0,61811.0,61602.0,62259.0,61971.0,61747.0,61614.0,60950.0,60504.0,60132.0,59920.0,59810.0,59493.0,both
36,79,New York,Putnam County,96079.0,97000.0,98187.0,98738.0,99204.0,99228.0,98958.0,99012.0,99090.0,99265.0,99667.0,99827.0,99625.0,99572.0,99438.0,99185.0,98761.0,98856.0,98814.0,98320.0,both
36,81,New York,Queens County,2229895.0,2234676.0,2239457.0,2244238.0,2250718.0,2256576.0,2264661.0,2277779.0,2288574.0,2306712.0,2234701.0,2255482.0,2272222.0,2287185.0,2298736.0,2305838.0,2306830.0,2295808.0,2274605.0,2253858.0,both
36,83,New York,Rensselaer County,152627.0,152253.0,152206.0,152881.0,153791.0,153909.0,154719.0,155294.0,155751.0,155541.0,159340.0,159589.0,159437.0,159545.0,159666.0,159436.0,159294.0,159200.0,159283.0,158714.0,both
36,85,New York,Richmond County,445414.0,453211.0,460386.0,466789.0,471313.0,475014.0,478876.0,482854.0,487365.0,491730.0,469615.0,471021.0,470614.0,471803.0,471937.0,472349.0,474040.0,475671.0,476260.0,476143.0,both
36,87,New York,Rockland County,287455.0,288602.0,290035.0,290614.0,292625.0,294636.0,295927.0,297005.0,298747.0,300173.0,312499.0,315452.0,317196.0,319284.0,321119.0,322919.0,323258.0,324622.0,325522.0,325789.0,both
36,89,New York,St. Lawrence County,111869.0,111202.0,110686.0,110381.0,110224.0,110072.0,109769.0,109594.0,109553.0,109715.0,111812.0,112277.0,112355.0,111931.0,111437.0,110348.0,109449.0,108699.0,108327.0,107740.0,both
36,91,New York,Saratoga County,201570.0,204104.0,206672.0,209711.0,211745.0,213245.0,214925.0,216259.0,217958.0,220069.0,220109.0,221111.0,222483.0,224087.0,224513.0,226078.0,227122.0,229276.0,230170.0,229863.0,both
36,93,New York,Schenectady County,146481.0,145997.0,146612.0,146967.0,147707.0,148687.0,149973.0,150288.0,151252.0,152169.0,154861.0,154864.0,155016.0,154944.0,155016.0,154733.0,154475.0,154710.0,155079.0,155299.0,both
36,95,New York,Schoharie County,31589.0,31758.0,31618.0,31691.0,31866.0,31911.0,31891.0,31932.0,31803.0,31529.0,32686.0,32618.0,32039.0,31900.0,31767.0,31405.0,31304.0,31255.0,31146.0,30999.0,both
36,97,New York,Schuyler County,19281.0,19252.0,19268.0,19261.0,19176.0,19037.0,18931.0,18923.0,18868.0,18720.0,18334.0,18413.0,18498.0,18382.0,18176.0,18027.0,17967.0,17913.0,17884.0,17807.0,both
36,99,New York,Seneca County,33343.0,34635.0,34730.0,34712.0,34640.0,34318.0,34201.0,34276.0,34060.0,34049.0,35266.0,35380.0,35388.0,35250.0,34879.0,34801.0,34710.0,34246.0,34179.0,34016.0,both
36,101,New York,Steuben County,98776.0,98935.0,98996.0,98253.0,97735.0,97287.0,96648.0,96430.0,96452.0,96552.0,99005.0,99148.0,98925.0,98843.0,98165.0,97551.0,96958.0,96360.0,95860.0,95379.0,both
36,103,New York,Suffolk County,1423512.0,1448987.0,1468240.0,1486783.0,1499838.0,1504285.0,1507211.0,1511732.0,1513435.0,1518475.0,1494339.0,1498892.0,1496982.0,1497346.0,1495525.0,1491967.0,1486406.0,1483358.0,1480830.0,1476601.0,both
36,105,New York,Sullivan County,74236.0,74004.0,74063.0,74774.0,75351.0,75591.0,75828.0,76403.0,75969.0,75828.0,77476.0,77053.0,76931.0,76945.0,75634.0,74832.0,74922.0,74994.0,75399.0,75432.0,both
36,107,New York,Tioga County,51723.0,51449.0,51576.0,51281.0,50874.0,50673.0,50463.0,50402.0,50235.0,50064.0,51008.0,50875.0,50278.0,50103.0,49824.0,49355.0,48824.0,48609.0,48441.0,48203.0,both
36,109,New York,Tompkins County,96662.0,97575.0,98393.0,99203.0,99747.0,99698.0,99997.0,100413.0,101027.0,101779.0,101740.0,101821.0,102726.0,103553.0,103391.0,103006.0,102942.0,102664.0,102419.0,102180.0,both
36,111,New York,Ulster County,177831.0,178272.0,179721.0,180223.0,180950.0,181305.0,181551.0,181530.0,181722.0,181440.0,182418.0,182448.0,181538.0,180698.0,180400.0,179658.0,179042.0,178635.0,178418.0,177573.0,both
36,113,New York,Warren County,63364.0,63570.0,63979.0,64490.0,64741.0,65322.0,65641.0,65804.0,65926.0,66021.0,65665.0,65736.0,65417.0,65083.0,64866.0,64420.0,64438.0,64365.0,64215.0,63944.0,both
36,115,New York,Washington County,60984.0,61087.0,61022.0,61374.0,61979.0,62070.0,62303.0,62577.0,62727.0,62753.0,63356.0,63091.0,63003.0,62765.0,62475.0,62246.0,61795.0,61559.0,61274.0,61204.0,both
36,117,New York,Wayne County,93751.0,93478.0,93112.0,93054.0,92612.0,92175.0,91780.0,91529.0,91517.0,91291.0,93751.0,93256.0,93029.0,92339.0,91801.0,91291.0,90758.0,90429.0,90200.0,89918.0,both
36,119,New York,Westchester County,925505.0,935294.0,941747.0,944440.0,947121.0,947719.0,945172.0,946563.0,949835.0,955962.0,950601.0,956262.0,959585.0,964567.0,967044.0,968773.0,970267.0,969689.0,968213.0,967506.0,both
36,121,New York,Wyoming County,43364.0,42972.0,42791.0,42636.0,42439.0,42257.0,42056.0,41841.0,41549.0,41398.0,42126.0,41849.0,41700.0,41359.0,41134.0,40930.0,40432.0,40282.0,40023.0,39859.0,both
36,123,New York,Yates County,24740.0,24635.0,24505.0,24601.0,24617.0,24618.0,24422.0,24535.0,24573.0,24482.0,25376.0,25454.0,25337.0,25207.0,25149.0,25128.0,25059.0,25002.0,24951.0,24913.0,both
37,0,North Carolina,North Carolina,8079383.0,8203451.0,8316617.0,8416451.0,8531283.0,8669452.0,8866977.0,9064074.0,9247134.0,9380884.0,9574323.0,9657592.0,9749476.0,9843336.0,9932887.0,10031646.0,10154788.0,10268233.0,10381615.0,10488084.0,both
37,1,North Carolina,Alamance County,131521.0,133497.0,135314.0,136018.0,137653.0,139280.0,141472.0,144824.0,147910.0,150358.0,151431.0,152692.0,153265.0,154162.0,155384.0,157037.0,160283.0,163276.0,166514.0,169509.0,both
37,3,North Carolina,Alexander County,33674.0,33986.0,34368.0,34579.0,35189.0,35606.0,36031.0,36389.0,36586.0,36777.0,37233.0,37026.0,36922.0,37012.0,36987.0,36960.0,37133.0,37143.0,37331.0,37497.0,both
37,5,North Carolina,Alleghany County,10687.0,10750.0,10736.0,10749.0,10751.0,10713.0,10860.0,10963.0,11025.0,10964.0,11137.0,11016.0,10943.0,10903.0,10891.0,10856.0,10919.0,10988.0,11138.0,11137.0,both
37,7,North Carolina,Anson County,25310.0,25315.0,25265.0,25066.0,25465.0,25461.0,25314.0,25194.0,25189.0,25056.0,26852.0,26512.0,26309.0,25957.0,25965.0,25602.0,25165.0,24829.0,24470.0,24446.0,both
37,9,North Carolina,Ashe County,24449.0,24599.0,24747.0,24854.0,25088.0,25100.0,25249.0,25485.0,25691.0,25812.0,27228.0,26986.0,26924.0,26840.0,26764.0,26628.0,26600.0,26787.0,27099.0,27203.0,both
37,11,North Carolina,Avery County,17328.0,17703.0,17808.0,17805.0,17859.0,17843.0,17994.0,17831.0,17915.0,17932.0,17799.0,17770.0,17611.0,17654.0,17650.0,17486.0,17442.0,17517.0,17528.0,17557.0,both
37,13,North Carolina,Beaufort County,44997.0,45014.0,45026.0,45080.0,45161.0,45463.0,45891.0,45853.0,46343.0,46414.0,47822.0,47675.0,47431.0,47382.0,47339.0,47389.0,47369.0,47033.0,47056.0,46994.0,both
37,15,North Carolina,Bertie County,19715.0,19572.0,19388.0,19238.0,19151.0,18985.0,18677.0,19461.0,19466.0,19345.0,21245.0,20858.0,20494.0,20326.0,20316.0,20162.0,19423.0,19263.0,19106.0,18947.0,both
37,17,North Carolina,Bladen County,32240.0,32430.0,32235.0,32285.0,32575.0,32542.0,32445.0,32320.0,32411.0,32343.0,35181.0,34880.0,34807.0,34618.0,34361.0,34083.0,33638.0,33443.0,33151.0,32722.0,both
37,19,North Carolina,Brunswick County,73756.0,76147.0,78520.0,80880.0,83666.0,88221.0,94430.0,99724.0,104122.0,107062.0,108069.0,110185.0,112013.0,114922.0,118305.0,122211.0,126304.0,130859.0,136880.0,142820.0,both
37,21,North Carolina,Buncombe County,206991.0,208464.0,210717.0,213210.0,215867.0,218684.0,223012.0,226823.0,229373.0,231452.0,238738.0,241172.0,243655.0,246807.0,249084.0,251954.0,254955.0,257071.0,259259.0,261191.0,both
37,23,North Carolina,Burke County,89325.0,89285.0,89031.0,88889.0,88653.0,88574.0,88704.0,88827.0,89282.0,89548.0,90580.0,90542.0,89974.0,89354.0,89296.0,89341.0,89451.0,90157.0,90405.0,90485.0,both
37,25,North Carolina,Cabarrus County,132225.0,136191.0,139411.0,142476.0,144956.0,148682.0,155159.0,162740.0,168559.0,172223.0,178562.0,181175.0,184340.0,187240.0,191680.0,196396.0,201639.0,206988.0,211597.0,216453.0,both
37,27,North Carolina,Caldwell County,77606.0,78145.0,78512.0,78596.0,78370.0,78736.0,79042.0,79357.0,79862.0,79914.0,83022.0,82451.0,82081.0,82048.0,81667.0,81518.0,81766.0,81933.0,82026.0,82178.0,both
37,29,North Carolina,Camden County,6922.0,7081.0,7382.0,7852.0,8346.0,8893.0,9194.0,9427.0,9632.0,9730.0,10009.0,10024.0,10003.0,10116.0,10278.0,10282.0,10397.0,10532.0,10676.0,10867.0,both
37,31,North Carolina,Carteret County,59383.0,59705.0,60121.0,60838.0,61711.0,62273.0,63269.0,63334.0,63547.0,64423.0,66700.0,67418.0,67770.0,68388.0,68629.0,68712.0,68808.0,68921.0,69438.0,69473.0,both
37,33,North Carolina,Caswell County,23550.0,23518.0,23576.0,23522.0,23396.0,23320.0,23392.0,23233.0,23189.0,23004.0,23750.0,23456.0,23042.0,23093.0,22807.0,22813.0,22755.0,22616.0,22634.0,22604.0,both
37,35,North Carolina,Catawba County,142515.0,145405.0,146272.0,146841.0,148664.0,150673.0,152949.0,155532.0,157507.0,159125.0,154730.0,154459.0,154693.0,154965.0,155085.0,155527.0,156448.0,157852.0,158687.0,159551.0,both
