STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,_merge
17,51,Illinois,Fayette County,21792.0,21512.0,21490.0,21086.0,20597.0,21139.0,21086.0,20959.0,20957.0,20935.0,22131.0,22378.0,22163.0,22195.0,22076.0,22036.0,21570.0,21514.0,21368.0,21336.0,both
17,53,Illinois,Ford County,14209.0,14143.0,14087.0,14034.0,14049.0,13975.0,13957.0,14056.0,13943.0,13911.0,14081.0,13881.0,13879.0,13672.0,13540.0,13529.0,13352.0,13298.0,13212.0,12961.0,both
17,55,Illinois,Franklin County,39016.0,38784.0,38842.0,38958.0,39149.0,39381.0,39309.0,39217.0,39288.0,39312.0,40035.0,40033.0,39865.0,39555.0,39446.0,39383.0,39075.0,38995.0,38695.0,38469.0,both
17,57,Illinois,Fulton County,38240.0,37847.0,37488.0,37516.0,37372.0,37121.0,36984.0,36831.0,36714.0,36652.0,37076.0,36910.0,36587.0,36323.0,35995.0,35713.0,35473.0,35104.0,34830.0,34340.0,both
17,59,Illinois,Gallatin County,6427.0,6306.0,6175.0,6148.0,6108.0,6069.0,6026.0,5940.0,5867.0,5705.0,5573.0,5490.0,5390.0,5386.0,5278.0,5221.0,5157.0,5071.0,5045.0,4828.0,both
17,61,Illinois,Greene County,14746.0,14592.0,14588.0,14339.0,14163.0,14102.0,13862.0,13680.0,13613.0,13567.0,13890.0,13856.0,13656.0,13633.0,13415.0,13345.0,13123.0,13156.0,13065.0,12969.0,both
17,63,Illinois,Grundy County,37678.0,38195.0,38624.0,39414.0,40862.0,43443.0,45602.0,47094.0,48005.0,48421.0,50154.0,50099.0,50160.0,50187.0,50287.0,50363.0,50317.0,50622.0,50973.0,51054.0,both
17,65,Illinois,Hamilton County,8604.0,8492.0,8370.0,8318.0,8372.0,8277.0,8264.0,8148.0,8145.0,8096.0,8446.0,8425.0,8388.0,8348.0,8314.0,8248.0,8186.0,8181.0,8148.0,8116.0,both
17,67,Illinois,Hancock County,20089.0,19938.0,19590.0,19386.0,19215.0,19036.0,18893.0,18761.0,18553.0,18359.0,19091.0,18999.0,18829.0,18544.0,18324.0,18216.0,18205.0,17958.0,17828.0,17708.0,both
17,69,Illinois,Hardin County,4787.0,4762.0,4701.0,4737.0,4673.0,4617.0,4506.0,4462.0,4408.0,4358.0,4319.0,4294.0,4281.0,4177.0,4149.0,4067.0,3991.0,3922.0,3893.0,3821.0,both
17,71,Illinois,Henderson County,8209.0,8181.0,8103.0,7944.0,7915.0,7780.0,7602.0,7551.0,7463.0,7354.0,7343.0,7216.0,7043.0,6963.0,7011.0,6997.0,6886.0,6819.0,6697.0,6646.0,both
17,73,Illinois,Henry County,51049.0,50561.0,50166.0,50263.0,49925.0,49838.0,49526.0,49521.0,49417.0,49314.0,50452.0,50283.0,50249.0,49917.0,49824.0,49638.0,49498.0,49219.0,49069.0,48913.0,both
17,75,Illinois,Iroquois County,31320.0,30938.0,30698.0,30539.0,30318.0,30331.0,30063.0,30018.0,29983.0,29690.0,29701.0,29500.0,29267.0,28940.0,28719.0,28522.0,28163.0,27777.0,27484.0,27114.0,both
17,77,Illinois,Jackson County,59612.0,59354.0,58577.0,58750.0,58711.0,59095.0,59064.0,58216.0,58151.0,58103.0,60373.0,60369.0,59066.0,59760.0,59359.0,59214.0,58726.0,57904.0,57289.0,56750.0,both
17,79,Illinois,Jasper County,10070.0,10037.0,9972.0,9900.0,9916.0,9787.0,9669.0,9619.0,9622.0,9530.0,9725.0,9754.0,9672.0,9607.0,9633.0,9630.0,9583.0,9523.0,9624.0,9610.0,both
17,81,Illinois,Jefferson County,40053.0,40008.0,40028.0,40028.0,40034.0,40097.0,40109.0,40096.0,40069.0,39944.0,38755.0,38749.0,38658.0,38641.0,38374.0,38272.0,38214.0,38045.0,37708.0,37684.0,both
17,83,Illinois,Jersey County,21655.0,21708.0,21898.0,21938.0,22127.0,22181.0,22354.0,22379.0,22597.0,22549.0,22995.0,22879.0,22710.0,22599.0,22492.0,22260.0,21947.0,21912.0,21795.0,21773.0,both
17,85,Illinois,Jo Daviess County,22276.0,22391.0,22305.0,22430.0,22298.0,22244.0,22309.0,22169.0,22089.0,21990.0,22648.0,22640.0,22543.0,22399.0,22341.0,22066.0,21814.0,21495.0,21331.0,21235.0,both
17,87,Illinois,Johnson County,12920.0,13020.0,12715.0,13445.0,13506.0,13486.0,13687.0,13688.0,13675.0,13730.0,12604.0,12855.0,12856.0,12867.0,12887.0,12777.0,12454.0,12399.0,12423.0,12417.0,both
17,89,Illinois,Kane County,407511.0,423822.0,440157.0,453855.0,466937.0,475350.0,485142.0,495416.0,504057.0,511892.0,516068.0,519110.0,520669.0,522626.0,525625.0,528760.0,530726.0,532272.0,532720.0,532403.0,both
17,91,Illinois,Kankakee County,103879.0,104816.0,105416.0,106096.0,107424.0,108453.0,110108.0,111725.0,112719.0,113215.0,113418.0,113519.0,112974.0,112735.0,111883.0,111750.0,111080.0,110540.0,109953.0,109862.0,both
17,93,Illinois,Kendall County,55217.0,58093.0,61755.0,66868.0,72336.0,79054.0,87864.0,97112.0,101499.0,104821.0,115373.0,116814.0,118246.0,119566.0,121374.0,122878.0,124535.0,126152.0,127717.0,128990.0,both
17,95,Illinois,Knox County,55754.0,55166.0,54650.0,53939.0,53290.0,52729.0,52300.0,51932.0,51778.0,51648.0,52912.0,52705.0,52302.0,52129.0,51944.0,51370.0,50917.0,50577.0,49978.0,49699.0,both
17,97,Illinois,Lake County,648116.0,660454.0,671443.0,676086.0,684394.0,691815.0,698305.0,702479.0,707622.0,712567.0,704170.0,701642.0,702083.0,704207.0,704294.0,704611.0,704158.0,702475.0,699587.0,696535.0,both
17,99,Illinois,LaSalle County,111516.0,111976.0,111504.0,110468.0,111407.0,111660.0,112075.0,112498.0,112732.0,112498.0,113823.0,113533.0,112918.0,112430.0,111660.0,111019.0,110215.0,109622.0,109159.0,108669.0,both
17,101,Illinois,Lawrence County,15390.0,15271.0,16042.0,16407.0,16460.0,16730.0,16489.0,16598.0,16525.0,16408.0,16940.0,16901.0,16728.0,16728.0,16562.0,16465.0,16182.0,16027.0,15813.0,15678.0,both
17,103,Illinois,Lee County,36053.0,35913.0,35477.0,35096.0,35072.0,34863.0,34963.0,35150.0,35075.0,34919.0,35983.0,35609.0,35216.0,35121.0,34910.0,34521.0,34494.0,34540.0,34296.0,34096.0,both
17,105,Illinois,Livingston County,39651.0,39634.0,39111.0,38572.0,38462.0,38236.0,37997.0,37983.0,37834.0,37777.0,38854.0,38805.0,38511.0,37394.0,37036.0,36605.0,36107.0,36124.0,35714.0,35648.0,both
17,107,Illinois,Logan County,31149.0,30880.0,30713.0,30486.0,30452.0,30211.0,29938.0,29880.0,29907.0,29776.0,30283.0,30270.0,30358.0,29826.0,29660.0,29284.0,29166.0,29034.0,28912.0,28618.0,both
17,109,Illinois,McDonough County,32855.0,32800.0,32813.0,33001.0,32838.0,32930.0,32968.0,33080.0,32787.0,32770.0,32634.0,32521.0,32558.0,32253.0,31799.0,31449.0,30907.0,30373.0,29984.0,29682.0,both
17,111,Illinois,McHenry County,261887.0,269976.0,278222.0,286909.0,294351.0,301741.0,309214.0,314696.0,318118.0,320961.0,309112.0,308504.0,308230.0,307605.0,307404.0,307572.0,307159.0,307815.0,308251.0,307774.0,both
17,113,Illinois,McLean County,150897.0,152622.0,155630.0,157257.0,158395.0,159374.0,161802.0,163983.0,165571.0,167699.0,169810.0,170909.0,172721.0,175037.0,174105.0,173141.0,173070.0,172754.0,172410.0,171517.0,both
17,115,Illinois,Macon County,114476.0,113307.0,111980.0,110656.0,109987.0,109582.0,109025.0,108722.0,108326.0,108204.0,110787.0,110684.0,110134.0,109561.0,108515.0,107343.0,106383.0,105399.0,104504.0,104009.0,both
17,117,Illinois,Macoupin County,48989.0,48829.0,48769.0,48709.0,48633.0,48416.0,48165.0,48234.0,48150.0,47774.0,47797.0,47739.0,47054.0,46680.0,46208.0,45876.0,45691.0,45505.0,45318.0,44926.0,both
17,119,Illinois,Madison County,259120.0,260460.0,261346.0,263023.0,264032.0,264911.0,266119.0,267105.0,267839.0,268457.0,269310.0,268636.0,268072.0,267268.0,266566.0,265996.0,265641.0,265251.0,264026.0,262966.0,both
17,121,Illinois,Marion County,41687.0,41365.0,40893.0,40454.0,40035.0,39688.0,39736.0,39584.0,39422.0,39008.0,39416.0,39141.0,39008.0,38669.0,38555.0,38359.0,38045.0,37726.0,37381.0,37205.0,both
17,123,Illinois,Marshall County,13138.0,12920.0,12941.0,12905.0,12997.0,12934.0,12877.0,12895.0,12745.0,12702.0,12637.0,12487.0,12259.0,12128.0,11966.0,11925.0,11881.0,11668.0,11483.0,11438.0,both
17,125,Illinois,Mason County,16009.0,15966.0,15851.0,15711.0,15660.0,15450.0,15129.0,15048.0,14965.0,14785.0,14651.0,14471.0,14322.0,14144.0,14103.0,13863.0,13675.0,13677.0,13533.0,13359.0,both
17,127,Illinois,Massac County,15127.0,15022.0,15103.0,15043.0,15232.0,15211.0,15085.0,15113.0,15027.0,14970.0,15380.0,15281.0,15066.0,14847.0,14756.0,14567.0,14440.0,14291.0,14023.0,13772.0,both
17,129,Illinois,Menard County,12493.0,12482.0,12473.0,12473.0,12516.0,12394.0,12376.0,12518.0,12546.0,12466.0,12696.0,12698.0,12691.0,12572.0,12508.0,12356.0,12398.0,12293.0,12289.0,12196.0,both
17,131,Illinois,Mercer County,16950.0,16898.0,16872.0,16751.0,16689.0,16554.0,16478.0,16429.0,16465.0,16276.0,16409.0,16316.0,16163.0,16075.0,15901.0,15746.0,15602.0,15608.0,15551.0,15437.0,both
17,133,Illinois,Monroe County,27763.0,28373.0,29195.0,29936.0,30659.0,31300.0,31944.0,32441.0,32871.0,33236.0,32994.0,33214.0,33260.0,33457.0,33540.0,33739.0,33913.0,34179.0,34373.0,34637.0,both
17,135,Illinois,Montgomery County,30625.0,30454.0,30440.0,30176.0,30144.0,29958.0,29959.0,29789.0,29704.0,29500.0,30097.0,29864.0,29616.0,29362.0,29449.0,29192.0,29061.0,28781.0,28691.0,28414.0,both
17,137,Illinois,Morgan County,36617.0,36293.0,36064.0,35958.0,35978.0,35662.0,35435.0,35360.0,35147.0,34897.0,35503.0,35481.0,35317.0,35000.0,34673.0,34673.0,34632.0,34245.0,34027.0,33658.0,both
17,139,Illinois,Moultrie County,14319.0,14274.0,14267.0,14284.0,14324.0,14338.0,14270.0,14346.0,14376.0,14392.0,14859.0,14856.0,14874.0,14796.0,14751.0,14743.0,14610.0,14701.0,14648.0,14501.0,both
17,141,Illinois,Ogle County,51161.0,51620.0,52138.0,52808.0,53358.0,53935.0,54621.0,55023.0,55289.0,55336.0,53414.0,53064.0,52776.0,52266.0,51931.0,51559.0,51148.0,50993.0,50781.0,50643.0,both
17,143,Illinois,Peoria County,183166.0,182235.0,182453.0,181901.0,182034.0,182105.0,182550.0,183088.0,183810.0,185816.0,186222.0,186754.0,187317.0,188643.0,187512.0,186481.0,185043.0,182525.0,180620.0,179179.0,both
17,145,Illinois,Perry County,23061.0,23019.0,22719.0,22618.0,22606.0,22569.0,22667.0,22582.0,22466.0,22424.0,22315.0,22263.0,21846.0,21714.0,21541.0,21521.0,21391.0,21281.0,21144.0,20916.0,both
17,147,Illinois,Piatt County,16371.0,16324.0,16162.0,16287.0,16347.0,16495.0,16500.0,16456.0,16493.0,16550.0,16709.0,16679.0,16501.0,16429.0,16409.0,16350.0,16524.0,16422.0,16366.0,16344.0,both
17,149,Illinois,Pike County,17335.0,17166.0,16986.0,16790.0,16796.0,16719.0,16460.0,16576.0,16391.0,16273.0,16394.0,16348.0,16234.0,16071.0,15956.0,15795.0,15742.0,15668.0,15595.0,15561.0,both
17,151,Illinois,Pope County,4418.0,4331.0,4292.0,4612.0,4229.0,4107.0,4110.0,4108.0,4041.0,3991.0,4474.0,4498.0,4459.0,4457.0,4375.0,4291.0,4182.0,4183.0,4184.0,4177.0,both
17,153,Illinois,Pulaski County,7324.0,7181.0,7083.0,6946.0,6825.0,6663.0,6518.0,6444.0,6305.0,6218.0,6126.0,5986.0,5962.0,5893.0,5797.0,5657.0,5604.0,5520.0,5434.0,5335.0,both
17,155,Illinois,Putnam County,6075.0,6062.0,6068.0,6074.0,6014.0,5973.0,5925.0,5986.0,5994.0,6009.0,6012.0,5976.0,5910.0,5855.0,5832.0,5727.0,5710.0,5694.0,5736.0,5739.0,both
17,157,Illinois,Randolph County,33897.0,34005.0,33273.0,33064.0,33241.0,33015.0,33001.0,32826.0,32728.0,32686.0,33464.0,33425.0,33075.0,33175.0,33138.0,32806.0,32414.0,32297.0,32177.0,31782.0,both
17,159,Illinois,Richland County,16242.0,16072.0,16155.0,16049.0,15934.0,15841.0,15678.0,15609.0,15456.0,15523.0,16194.0,16190.0,16134.0,16008.0,16020.0,15957.0,15829.0,15837.0,15695.0,15513.0,both
17,161,Illinois,Rock Island County,149143.0,148641.0,148140.0,147044.0,146817.0,146451.0,146341.0,147071.0,146661.0,146826.0,147610.0,147457.0,147672.0,147650.0,147035.0,146094.0,144943.0,143828.0,142621.0,141879.0,both
17,163,Illinois,St. Clair County,256208.0,255922.0,257123.0,257753.0,258406.0,258849.0,260503.0,261238.0,262131.0,263617.0,270353.0,270048.0,268673.0,266831.0,265941.0,264858.0,263187.0,262600.0,261360.0,259686.0,both
17,165,Illinois,Saline County,26631.0,26370.0,26269.0,26112.0,26128.0,25961.0,25996.0,26008.0,25826.0,25738.0,24902.0,24907.0,24914.0,24803.0,24496.0,24495.0,24230.0,23963.0,23789.0,23491.0,both
17,167,Illinois,Sangamon County,189093.0,190303.0,191486.0,191850.0,192270.0,192622.0,193305.0,193845.0,194759.0,195716.0,197769.0,199038.0,199404.0,199141.0,199184.0,198898.0,198026.0,197072.0,195639.0,194672.0,both
17,169,Illinois,Schuyler County,7189.0,7031.0,6998.0,6974.0,7024.0,7065.0,6987.0,6943.0,6861.0,6730.0,7535.0,7464.0,7456.0,7392.0,7261.0,7151.0,7030.0,6948.0,6870.0,6768.0,both
17,171,Illinois,Scott County,5539.0,5511.0,5452.0,5429.0,5368.0,5333.0,5248.0,5219.0,5199.0,5193.0,5327.0,5229.0,5287.0,5211.0,5170.0,5110.0,5052.0,4983.0,4927.0,4951.0,both
17,173,Illinois,Shelby County,22831.0,22613.0,22490.0,22370.0,22156.0,22033.0,21890.0,21753.0,21793.0,21803.0,22354.0,22278.0,22203.0,22137.0,22102.0,21819.0,21733.0,21774.0,21726.0,21634.0,both
17,175,Illinois,Stark County,6320.0,6302.0,6255.0,6174.0,6141.0,6094.0,6106.0,6088.0,6074.0,6019.0,5969.0,5842.0,5739.0,5705.0,5601.0,5505.0,5512.0,5457.0,5418.0,5342.0,both
17,177,Illinois,Stephenson County,48882.0,48443.0,48034.0,47996.0,47822.0,47290.0,46957.0,46723.0,46598.0,46537.0,47606.0,47323.0,46886.0,46671.0,46269.0,45668.0,45503.0,44997.0,44797.0,44498.0,both
17,179,Illinois,Tazewell County,128494.0,128132.0,128107.0,127768.0,128349.0,129176.0,129837.0,130972.0,131493.0,132466.0,135486.0,135850.0,136127.0,136266.0,135353.0,134302.0,133932.0,133489.0,132450.0,131803.0,both
17,181,Illinois,Union County,18256.0,18121.0,18108.0,18137.0,18076.0,18100.0,18118.0,18123.0,18042.0,18005.0,17731.0,17692.0,17608.0,17539.0,17402.0,17284.0,17105.0,16968.0,16832.0,16653.0,both
17,183,Illinois,Vermilion County,83796.0,83447.0,82909.0,82364.0,82136.0,81696.0,81502.0,80910.0,80453.0,80067.0,81640.0,81414.0,80862.0,80585.0,79783.0,79170.0,78494.0,77689.0,76702.0,75758.0,both
17,185,Illinois,Wabash County,12903.0,12758.0,12633.0,12541.0,12458.0,12412.0,12306.0,12181.0,12100.0,11997.0,11916.0,11794.0,11686.0,11671.0,11599.0,11624.0,11542.0,11523.0,11523.0,11520.0,both
17,187,Illinois,Warren County,18683.0,18446.0,18327.0,18114.0,17758.0,17704.0,17639.0,17591.0,17411.0,17409.0,17713.0,17836.0,17749.0,17662.0,17712.0,17455.0,17294.0,17144.0,16992.0,16844.0,both
17,189,Illinois,Washington County,15163.0,15236.0,15084.0,15110.0,15002.0,14820.0,14852.0,14725.0,14668.0,14560.0,14712.0,14576.0,14599.0,14414.0,14392.0,14262.0,14179.0,13963.0,13999.0,13887.0,both
17,191,Illinois,Wayne County,17124.0,17026.0,16914.0,16791.0,16673.0,16640.0,16504.0,16594.0,16495.0,16294.0,16738.0,16661.0,16656.0,16664.0,16594.0,16517.0,16542.0,16412.0,16326.0,16215.0,both
17,193,Illinois,White County,15328.0,15264.0,15100.0,14948.0,15010.0,14975.0,14826.0,14674.0,14726.0,14661.0,14597.0,14590.0,14522.0,14434.0,14265.0,14204.0,14079.0,13903.0,13618.0,13537.0,both
17,195,Illinois,Whiteside County,60631.0,60557.0,60092.0,59546.0,59433.0,59175.0,59135.0,58972.0,59050.0,58961.0,58486.0,58286.0,57766.0,57468.0,57021.0,56919.0,56476.0,55955.0,55553.0,55175.0,both
17,197,Illinois,Will County,508038.0,531215.0,555566.0,580392.0,608245.0,631397.0,656075.0,670013.0,679069.0,685251.0,678824.0,680827.0,682477.0,683734.0,685158.0,685877.0,688328.0,690479.0,691149.0,690743.0,both
17,199,Illinois,Williamson County,61265.0,61736.0,62089.0,62315.0,63064.0,63493.0,63543.0,64248.0,64605.0,65169.0,66432.0,66732.0,66776.0,67450.0,67412.0,67428.0,67454.0,67049.0,66982.0,66597.0,both
17,201,Illinois,Winnebago County,278989.0,280805.0,282572.0,285120.0,286929.0,289422.0,292797.0,297603.0,299489.0,299702.0,295083.0,293642.0,292084.0,290945.0,288695.0,287148.0,286065.0,284681.0,283630.0,282572.0,both
17,203,Illinois,Woodford County,35484.0,35557.0,35698.0,36021.0,36503.0,37025.0,37376.0,37972.0,38516.0,38862.0,38661.0,38844.0,38837.0,39027.0,39052.0,38930.0,38913.0,38670.0,38527.0,38459.0,both
18,0,Indiana,Indiana,6091649.0,6124967.0,6149007.0,6181789.0,6214454.0,6253120.0,6301700.0,6346113.0,6388309.0,6423113.0,6490432.0,6516528.0,6537703.0,6568713.0,6593644.0,6608422.0,6634304.0,6658078.0,6695497.0,6732219.0,both
18,1,Indiana,Adams County,33612.0,33563.0,33516.0,33699.0,33758.0,33779.0,33788.0,33847.0,34105.0,34256.0,34444.0,34368.0,34400.0,34644.0,34758.0,34945.0,35178.0,35385.0,35595.0,35777.0,both
18,3,Indiana,Allen County,332744.0,334942.0,337069.0,339275.0,340678.0,342894.0,345976.0,349322.0,351148.0,353888.0,355945.0,358974.0,360890.0,363355.0,365147.0,367362.0,369412.0,371723.0,375079.0,379299.0,both
18,5,Indiana,Bartholomew County,71737.0,72009.0,71712.0,72009.0,72523.0,73200.0,73972.0,74676.0,75494.0,76063.0,76818.0,77620.0,79001.0,79655.0,80497.0,81458.0,82231.0,82213.0,82722.0,83779.0,both
18,7,Indiana,Benton County,9396.0,9289.0,9131.0,9100.0,8954.0,8837.0,8775.0,8697.0,8692.0,8613.0,8863.0,8856.0,8821.0,8748.0,8720.0,8693.0,8658.0,8631.0,8653.0,8748.0,both
18,9,Indiana,Blackford County,14006.0,13774.0,13759.0,13722.0,13599.0,13511.0,13298.0,13245.0,13165.0,13051.0,12771.0,12656.0,12528.0,12461.0,12347.0,12242.0,12115.0,12028.0,11924.0,11758.0,both
18,11,Indiana,Boone County,46380.0,47095.0,48171.0,49160.0,50305.0,51427.0,52970.0,54009.0,54964.0,56287.0,56916.0,57915.0,59033.0,60346.0,61631.0,63033.0,64192.0,65723.0,66930.0,67843.0,both
18,13,Indiana,Brown County,14987.0,15111.0,15174.0,15125.0,15063.0,14877.0,14847.0,14716.0,14633.0,14548.0,15207.0,15076.0,15049.0,15055.0,14944.0,14994.0,14996.0,15010.0,15230.0,15092.0,both
18,15,Indiana,Carroll County,20147.0,20260.0,20192.0,20302.0,19980.0,20056.0,19916.0,19815.0,19777.0,19752.0,20199.0,20043.0,20112.0,20113.0,19953.0,19887.0,19973.0,20067.0,20188.0,20257.0,both
18,17,Indiana,Cass County,40965.0,40918.0,40380.0,40182.0,39958.0,39680.0,39312.0,39116.0,39144.0,39065.0,38985.0,38916.0,38771.0,38585.0,38487.0,38081.0,37905.0,37828.0,37895.0,37689.0,both
18,19,Indiana,Clark County,96749.0,97200.0,97882.0,99191.0,100259.0,101523.0,103834.0,105369.0,107040.0,108634.0,110567.0,111490.0,111853.0,112688.0,114035.0,114819.0,115588.0,116545.0,117280.0,118302.0,both
18,21,Indiana,Clay County,26563.0,26556.0,26393.0,26627.0,26802.0,26823.0,26770.0,26617.0,26665.0,26533.0,26854.0,26837.0,26788.0,26662.0,26430.0,26395.0,26210.0,26167.0,26175.0,26225.0,both
18,23,Indiana,Clinton County,33968.0,33953.0,33873.0,33732.0,33800.0,33800.0,33981.0,33988.0,34271.0,34367.0,33221.0,33034.0,32890.0,32766.0,32462.0,32373.0,32207.0,32195.0,32192.0,32399.0,both
18,25,Indiana,Crawford County,10785.0,10911.0,10949.0,10967.0,10978.0,10946.0,10932.0,10853.0,10705.0,10540.0,10708.0,10621.0,10669.0,10620.0,10668.0,10555.0,10583.0,10535.0,10594.0,10577.0,both
18,27,Indiana,Daviess County,29828.0,29632.0,29659.0,29817.0,29938.0,30010.0,29958.0,30120.0,30318.0,30620.0,31720.0,31950.0,32116.0,32282.0,32680.0,32823.0,33010.0,33136.0,33278.0,33351.0,both
18,29,Indiana,Dearborn County,46344.0,46774.0,47147.0,47748.0,48300.0,48620.0,49139.0,49694.0,50087.0,50502.0,50083.0,49986.0,49727.0,49739.0,49418.0,49455.0,49436.0,49564.0,49482.0,49458.0,both
18,31,Indiana,Decatur County,24571.0,24516.0,24656.0,24739.0,24936.0,25030.0,25064.0,25038.0,25117.0,25079.0,25798.0,25902.0,26043.0,26236.0,26416.0,26339.0,26565.0,26620.0,26725.0,26559.0,both
18,33,Indiana,DeKalb County,40400.0,40449.0,40621.0,40918.0,41169.0,41382.0,41494.0,41834.0,42023.0,42060.0,42336.0,42494.0,42328.0,42369.0,42428.0,42496.0,42652.0,42806.0,43208.0,43475.0,both
18,35,Indiana,Delaware County,118733.0,120005.0,119400.0,119020.0,117797.0,116737.0,115619.0,115293.0,114897.0,115192.0,117665.0,117901.0,117027.0,116831.0,116487.0,115767.0,115657.0,115246.0,114297.0,114135.0,both
18,37,Indiana,Dubois County,39700.0,39916.0,39977.0,40210.0,40571.0,40826.0,41102.0,41248.0,41442.0,41419.0,41905.0,42162.0,42083.0,42275.0,42297.0,42317.0,42450.0,42538.0,42674.0,42736.0,both
18,39,Indiana,Elkhart County,183521.0,185090.0,185148.0,187890.0,190298.0,193541.0,196691.0,198394.0,200125.0,200502.0,197451.0,198279.0,198968.0,200205.0,201423.0,202995.0,203642.0,204194.0,205617.0,206341.0,both
18,41,Indiana,Fayette County,25556.0,25251.0,25061.0,24882.0,24750.0,24581.0,24369.0,24277.0,24236.0,24101.0,24325.0,24150.0,23947.0,23826.0,23442.0,23388.0,23252.0,23154.0,23076.0,23102.0,both
18,43,Indiana,Floyd County,70911.0,71462.0,71436.0,71203.0,71435.0,71850.0,72283.0,72821.0,73777.0,74426.0,74709.0,74978.0,75260.0,76018.0,76094.0,76505.0,76734.0,77006.0,77834.0,78522.0,both
18,45,Indiana,Fountain County,17917.0,17702.0,17734.0,17597.0,17397.0,17210.0,17193.0,17091.0,17030.0,16852.0,17276.0,17157.0,17117.0,16882.0,16693.0,16537.0,16457.0,16419.0,16390.0,16346.0,both
18,47,Indiana,Franklin County,22218.0,22272.0,22419.0,22614.0,22750.0,22923.0,22978.0,23123.0,23199.0,23148.0,23059.0,23040.0,23032.0,22970.0,22982.0,22940.0,22770.0,22694.0,22706.0,22758.0,both
18,49,Indiana,Fulton County,20553.0,20464.0,20368.0,20221.0,20257.0,20272.0,20242.0,20217.0,20261.0,20265.0,20817.0,20735.0,20638.0,20449.0,20517.0,20340.0,20118.0,19995.0,20053.0,19974.0,both
18,51,Indiana,Gibson County,32529.0,32618.0,32577.0,32730.0,32919.0,32901.0,32981.0,32783.0,32757.0,32750.0,33545.0,33524.0,33527.0,33484.0,33723.0,33644.0,33644.0,33721.0,33610.0,33659.0,both
18,53,Indiana,Grant County,73286.0,72730.0,72087.0,71585.0,70798.0,69955.0,69435.0,68864.0,68965.0,68796.0,69903.0,69616.0,69078.0,68845.0,68326.0,67479.0,66669.0,66305.0,66039.0,65769.0,both
18,55,Indiana,Greene County,33199.0,33159.0,32967.0,33126.0,33166.0,33032.0,32877.0,32651.0,32551.0,32463.0,33207.0,33032.0,32944.0,32741.0,32646.0,32416.0,32228.0,32172.0,32059.0,31922.0,both
18,57,Indiana,Hamilton County,185301.0,196338.0,207867.0,219820.0,231811.0,242100.0,252406.0,261910.0,270936.0,279287.0,276493.0,283368.0,289747.0,296858.0,302772.0,308428.0,315902.0,322933.0,330311.0,338011.0,both
18,59,Indiana,Hancock County,55662.0,56593.0,57980.0,59222.0,60429.0,62415.0,64646.0,66227.0,67265.0,68334.0,70247.0,70363.0,70582.0,70980.0,71754.0,72413.0,73765.0,74998.0,76478.0,78168.0,both
18,61,Indiana,Harrison County,34514.0,34668.0,35051.0,35395.0,36025.0,36460.0,36696.0,36910.0,37236.0,37562.0,39330.0,39188.0,39011.0,39000.0,39173.0,39532.0,39661.0,39777.0,40214.0,40515.0,both
18,63,Indiana,Hendricks County,105367.0,109913.0,114677.0,118401.0,122824.0,126336.0,130185.0,134789.0,137828.0,140606.0,145954.0,148664.0,150735.0,153555.0,155845.0,157776.0,160376.0,163622.0,166908.0,170311.0,both
18,65,Indiana,Henry County,48446.0,48234.0,47956.0,47664.0,47548.0,47264.0,47372.0,46884.0,48057.0,47827.0,49530.0,49216.0,49112.0,48843.0,48886.0,48655.0,48345.0,48170.0,48131.0,47972.0,both
18,67,Indiana,Howard County,84969.0,84956.0,84597.0,84521.0,84281.0,84348.0,83911.0,83755.0,83517.0,82895.0,82752.0,82797.0,82839.0,82738.0,82605.0,82338.0,82304.0,82210.0,82257.0,82544.0,both
18,69,Indiana,Huntington County,38099.0,37975.0,38152.0,38071.0,38045.0,37975.0,38003.0,37917.0,37777.0,37777.0,37117.0,37167.0,36979.0,36777.0,36609.0,36518.0,36294.0,36222.0,36243.0,36520.0,both
18,71,Indiana,Jackson County,41402.0,41380.0,41428.0,41530.0,41613.0,41933.0,42042.0,42120.0,42199.0,42362.0,42586.0,42917.0,42986.0,43437.0,43703.0,43875.0,43997.0,43955.0,44068.0,44231.0,both
18,73,Indiana,Jasper County,30176.0,30202.0,30384.0,30780.0,31088.0,31273.0,31868.0,32360.0,32668.0,32816.0,33496.0,33427.0,33492.0,33423.0,33512.0,33478.0,33405.0,33424.0,33365.0,33562.0,both
18,75,Indiana,Jay County,21791.0,21692.0,21640.0,21556.0,21486.0,21390.0,21327.0,21325.0,21193.0,21117.0,21179.0,21335.0,21348.0,21270.0,21139.0,21137.0,21017.0,20883.0,20727.0,20436.0,both
18,77,Indiana,Jefferson County,31728.0,31941.0,31972.0,31911.0,31981.0,32222.0,32554.0,32430.0,32926.0,33010.0,32395.0,32272.0,32436.0,32390.0,32402.0,32297.0,32230.0,32013.0,32157.0,32308.0,both
